Program,City,County,Program Code
CDLAP,SeaTac,King,3
CDLAP,Seattle,King ,3
CDLAP,Seattle,King,3
CDLAP,Seattle,King,3
CDLAP,Seattle,King,3
CDLAP,Seattle,King,3
